Phylum	Class	Order	Family	Genus	species	Common name	NCBI taxon ID	Genome accession #	Bioproject #	DOI of manuscript 	Submission date	Number of genomes for the species	Assembled length	Contig N50	Estimated genome size	Sequencing coverage	Assembler	Sequencing technology	Read length	BUSCO % complete (combined) 	BUSCO % complete and singly copy 	BUSCO  % complete and duplicated 	BUSCO  % fragmented 	BUSCO  % missing 	Chromosome number 	Ploidy number	Submitting institution 	Country of submission	Continent of submission	Domestication status
Tracheophyta	Magnoliopsida	Solanales	Convolvulaceae	Ipomoea	trifida		35884	GCA_003576665.1	PRJNA428214		19/09/18	4	492375559	74315	2185215152	200	"Platanus v. v1.2.1; SSPACE v. v2.0; PBJelly v. v15.8.24; Pilon v. v1.13"	"Illumina HiSeq; PacBio"	long	96,6	91,3	5,3	0,9	2,5	30	2	Cornell University	USA	North America	Wild
Tracheophyta	Magnoliopsida	Solanales	Convolvulaceae	Ipomoea	triloba	trilobed morning glory	35885	GCA_003576645.1	PRJNA428241		19/09/18	2	461827428	74663	2110471520	290	"SOAPdenovo v. v2; SSPACE v. v2.0; PBJelly v. v15.8.24; Pilon v. v1.13"	"Illumina HiSeq; PacBio"	long	97	92,1	4,9	0,9	2,1	30	2	Cornell University	USA	North America	Wild
Tracheophyta	Magnoliopsida	Solanales	Solanaceae	Capsicum	annuum		4072	GCA_002878395.2	PRJNA376668	https://doi.org/10.1038/s41438-017-0011-0	30/01/18	7	3212117706	122785	900174479	56	Supernova v. 1.1-Chili-Pepper	Illumina HiSeq	short	90,9	89	1,9	2,5	6,6	24	2	University of California, Davis	USA	North America	Domesticated
Tracheophyta	Magnoliopsida	Solanales	Solanaceae	Capsicum	baccatum		33114	GCA_002271885.2	PRJNA308879		30/10/17	1	3215610539	57876	2223168683	136,1	"SOAPdenovo v. 2.04-r240; SSPACE v. 2.0; Platanus v. 1.2.1"	Illumina HiSeq	short	92,2	90,7	1,5	1,7	6,1	24	2	Seoul National University	South Korea	Asia	Cultivated
Tracheophyta	Magnoliopsida	Solanales	Solanaceae	Capsicum	chinense	bonnet pepper	80379	GCA_002271895.2	PRJNA331024	DOI: 10.1186/s13059-017-1341-9 	30/10/17	1	3070910353	103230	2173557922	132,2	"SOAPdenovo v. 2.04-r240; SSPACE v. 2.0; Platanus v. 1.2.1"	Illumina HiSeq	short	92	90,3	1,7	1,7	6,3	24	2	Seoul National University	South Korea	Asia	Domesticated
Tracheophyta	Magnoliopsida	Solanales	Solanaceae	Datura	stramonium	jimsonweed	4076	GCA_016071745.1	PRJNA622882		15/12/20	2	1481874323	71217	476796418	30,29	"SparseAssembler v. Aug-2015; DBG2OLC v. Aug-2016; Canu v. 2.0; OPERA-LG v. 2.0.6"	"Illumina HiSeq; PacBio Sequel"	long	92,7	91,4	1,3	1,7	5,6		2	Institute of Ecology, National Autonomous University of Mexico (UNAM)	Mexico	North America	Cultivated
Tracheophyta	Magnoliopsida	Solanales	Solanaceae	Jaltomata	sinuosa		205521	GCA_003996215.1	PRJNA474403		07/01/19	1	1443196791	372489	453974323	25	MaSuRCA v. 3.2.2	"PacBio; Illumina"	long	94	91,3	2,7	1	5			Indiana University	USA	North America	Wild
Tracheophyta	Magnoliopsida	Solanales	Solanaceae	Nicotiana	attenuata		49451	GCA_001879085.1	PRJNA316810		15/11/16	3	2365682703	64201	1545682551	30	Celera Assembler v. 7	"Illumina HiSeq; 454; PacBio"	long	94,5	92,4	2,1	1,5	4	24	2	Max Planck Institute for Chemical Ecology	Germany	Europe	Wild
Tracheophyta	Magnoliopsida	Solanales	Solanaceae	Nicotiana	benthamiana 					https://doi.org/10.1094/MPMI-06-12-0148-TA	07/11/12	1	2600000000	16480	3000000000	63	SOAPdenovo	Illumina HISeq	short								Cornell University	USA	North America	Wild
Tracheophyta	Magnoliopsida	Solanales	Solanaceae	Nicotiana	glauca	tree tobacco	4090	GCA_002930595.1	PRJNA416772		16/02/18	1	3222828385	5814	1006669398	35	MaSuRCA v. 3.2.2	Illumnina	short	77,2	75,3	1,9	13,8	9	24	2	Saint Petersburg University	Russia	Asia	Wild
Tracheophyta	Magnoliopsida	Solanales	Solanaceae	Nicotiana	knightiana		118699	GCA_005239525.1	PRJNA335604		02/05/19	1	2298938968	28120	654178864	82	SOAPdenovo v. 1.05	Illumina HiSeq	short	92,2	91	1,2	3,2	4,6	24	2	"Philip Morris International R&amp;D"	USA	North America	Wild
Tracheophyta	Magnoliopsida	Solanales	Solanaceae	Nicotiana	obtusifolia		200316	GCA_002018475.1	PRJNA316794		06/03/17	1	1222768627	39219	393488680	50	Celera Assembler v. 7	Illumina HiSeq	short	92,1	90,1	2	2,9	5	24	2	Max Planck Institute for Chemical Ecology	Germany	Europe	Wild
Tracheophyta	Magnoliopsida	Solanales	Solanaceae	Nicotiana	otophora		4091	GCA_000715115.1	PRJNA208212		05/06/14	1	2689351490	11316	803092633	66	SOAPdenovo v. 1.05	Illumina HiSeq	short	72,7	71	1,7	13,4	13,9	24	2	"Philip Morris International R&amp;D"	USA	North America	Wild
Tracheophyta	Magnoliopsida	Solanales	Solanaceae	Nicotiana	paniculata		62141	GCA_005239505.1	PRJNA335603		02/05/19	1	2190564486	32292	640302186	100	SOAPdenovo v. 1.05	Illumina HiSeq	short	90,7	89,3	1,4	4,6	4,7	24	2	"Philip Morris International R&amp;D"	USA	North America	Wild
Tracheophyta	Magnoliopsida	Solanales	Solanaceae	Nicotiana	rustica	Aztec tobacco	4093	GCA_005239535.1	PRJNA335601		02/05/19	1	4231287016	14482	1175779827	90	SOAPdenovo v. 1.05	Illumina HiSeq	short	92,6	24,4	68,2	3,1	4,3	48	4	"Philip Morris International R&amp;D"	USA	North America	Cultivated
Tracheophyta	Magnoliopsida	Solanales	Solanaceae	Nicotiana	sylvestris	wood tobacco	4096	GCA_000393655.1	PRJNA182500		16/05/13	2	2221831232	26744	602866166	94	SOAPdenovo v. 1.05	Illumina HiSeq	short	91,2	89,5	1,7	4,4	4,4	24	2	"Philip Morris International R&amp;D"	USA	North America	Wild relative
Tracheophyta	Magnoliopsida	Solanales	Solanaceae	Nicotiana	tabacum	common tobacco	4097	GCA_000715135.1	PRJNA208209	https://doi.org/10.1186/s12864-017-3791-6	29/05/14	5	3718817244	39411	1178687620	49	SOAPdenovo v. 1.05	Illumina HiSeq	short	93	26	67	3	4	48	4	"Philip Morris International R&amp;D"	USA	North America	Domesticated
Tracheophyta	Magnoliopsida	Solanales	Solanaceae	Nicotiana	tomentosiformis		4098	GCA_000390325.2	PRJNA182501		16/05/13	2	1688310576	34051	479506822	146	SOAPdenovo v. 1.05	Illumina HiSeq	short	90,5	88,8	1,7	4,5	5	24	2	"Philip Morris International R&amp;D"	USA	North America	Wild relative
Tracheophyta	Magnoliopsida	Solanales	Solanaceae	Nicotiana	undulata		118713	GCA_005239495.1	PRJNA335602		02/05/19	1	1914301639	28381	556650699	112	SOAPdenovo v. 1.05	Illumina HiSeq	short	89,8	87,9	1,9	4,1	6,1	24	2	"Philip Morris International R&amp;D"	USA	North America	Wild
Tracheophyta	Magnoliopsida	Solanales	Solanaceae	Petunia	axillaris		55890	GCA_013625405.1	PRJNA533335		24/07/20	1	2199856248	860	297458833	51	SOAPdenovo2 v. 2.04.240	Illumina HiSeq	short	81,6	81	0,6	9,5	8,9	14	2	University of Bern	Switzerland	Europe	Cultivated
Tracheophyta	Magnoliopsida	Solanales	Solanaceae	Petunia	inflata					https://doi.org/10.1038/nplants.2016.74	01/05/16		1290000000		1400000000	150		PacBio and Illumina	long 								University of Bern	Switzerland	Europe	Domesticated
Tracheophyta	Magnoliopsida	Solanales	Solanaceae	Solanum	aethiopicum					doi: 10.1093/gigascience/giz115	01/10/19	1	936000000	25200	1170000000	109	Platanus 	Illumina HiSeq	short								BGI	China	Asia	Cultivated
Tracheophyta	Magnoliopsida	Solanales	Solanaceae	Solanum	ahanhuiri		875672	GCA_009849805.1	PRJNA556263		10/01/20	1	828902572	6477	270725357	35,9	MaSuRCA v. 2017-09-01T00:00:00	Illumina HiSeq	short	46,2	42,7	3,5	28,1	25,7			McGill University	Canada	North America	Wild
Tracheophyta	Magnoliopsida	Solanales	Solanaceae	Solanum	americanum		109975	GCA_900188915.1	PRJEB21468		22/07/17	6	9013692	10942	2784503	50			long	0,3	0,3	0	0,1	99,6			Earlham Institute	United Kingdom	Europe	Wild
Tracheophyta	Magnoliopsida	Solanales	Solanaceae	Solanum	arcanum		376710	GCA_000612985.1	PRJEB5226		22/03/14	1	665186956	31288	214930798	163			short	89,2	87,9	1,3	5,5	5,3			PRI	Netherlands	Europe	Wild
Tracheophyta	Magnoliopsida	Solanales	Solanaceae	Solanum	bukasovii		172263	GCA_009849815.1	PRJNA556263		10/01/20	1	1144308148	7628	371887450	35,5	MaSuRCA v. 2017-09-01T00:00:00	Illumina HiSeq	short	53	39,3	13,7	25,9	21,1			McGill University	Canada	North America	Wild
Tracheophyta	Magnoliopsida	Solanales	Solanaceae	Solanum	chacoense					 https://doi.org/10.1111/tpj.13857	05/02/18		825767562		882000000		ALLPATHS-LG	Illumina	short								Michigan State University	USA	North America	Wild relative 
Tracheophyta	Magnoliopsida	Solanales	Solanaceae	Solanum	chaucha		682313	GCA_009849625.1	PRJNA556263		10/01/20	1	790336793	4796	258866005	44,4	MaSuRCA v. 2017-09-01T00:00:00	Illumina HiSeq	short	44,1	40,1	4	27,1	28,8			McGill University	Canada	North America	Wild
Tracheophyta	Magnoliopsida	Solanales	Solanaceae	Solanum	chilense		4083	GCA_006013705.1	PRJNA508893		05/06/19	1	913688469	16794	842570319	122	Celera Assembler v. 8.3	"Illumina MiSeq; Illumina HiSeq"	short	87,1	86,1	1	6,1	6,8			HelmholtzZentrum Munich	Germany	Europe	Wild
Tracheophyta	Magnoliopsida	Solanales	Solanaceae	Solanum	clarkiae		329767	GCA_011800125.1	PRJNA551615		31/03/20	1	980803046	135272	320728326	120	SOAPdenovo v. 2019	Illumina	short	75,5	74,9	0,6	12,2	12,3			IRIDIAN GENOMES	USA	North America	Wild
Tracheophyta	Magnoliopsida	Solanales	Solanaceae	Solanum	commersonii	Commerson's wild potato	4109	GCA_001239805.1	PRJNA269007		21/04/15	1	729602650	22247	222425417	103	SOAPdenovo v. 2.04	Illumina HiSeq	short	77,4	74,2	3,2	8,1	14,5			Universita di Verona	Italy	Europe	Wild
Tracheophyta	Magnoliopsida	Solanales	Solanaceae	Solanum	curtilobum		875673	GCA_009849645.1	PRJNA556263		10/01/20	1	1207837434	3176	401623998	35,8	MaSuRCA v. 2017-09-01T00:00:00	Illumina HiSeq	short	35,6	30,3	5,3	36,7	27,7			McGill University	Canada	North America	Wild relative
Tracheophyta	Magnoliopsida	Solanales	Solanaceae	Solanum	habrochaites		62890	GCA_000577655.1	PRJEB5227		21/02/14	1	724284658	37085	233818274	151			short	90,3	89,4	0,9	5	4,7			PRI	Netherlands	Europe	Wild
Tracheophyta	Magnoliopsida	Solanales	Solanaceae	Solanum	juzepczukii	ckaisalla	136614	GCA_009849685.1	PRJNA556263		10/01/20	1	1002422951	7360	328374714	37,7	MaSuRCA v. 2017-09-01T00:00:00	Illumina HiSeq	short	49,1	42,8	6,3	28,9	22			McGill University	Canada	North America	Wild relative
Tracheophyta	Magnoliopsida	Solanales	Solanaceae	Solanum	lycopersicum		4081	GCA_012431665.1	PRJNA553986		17/04/20	6	812522230	3383282	224558375	70	"CANU v. 1.5; IRYS (Bionano optical map) v. JUN 2017; ARCS (linked read - Chromium 10X) v. 1.0"	"PacBio RSII; Illumina HiSeq (chromium 10X); Bionano optical mapping"	long	96,3	94,9	1,4	1	2,7			INPT	France	Europe	Domesticated
Tracheophyta	Magnoliopsida	Solanales	Solanaceae	Solanum	melongena	eggplant	4111	GCA_000787875.1	PRJDB1505	doi: 10.1093/dnares/dsu027	30/09/14	1	833080760	15025	231297407	112	"Newbler v. 2.7; SOAPdenovo v. 1.05; PCAP.rep"	"454 GS FLX+; Illumina HiSeq2000"	short	84,8	83,1	1,7	5,7	9,5	24	2	Kazusa DNA Research Institute	Japan	Asia	Domesticated
Tracheophyta	Magnoliopsida	Solanales	Solanaceae	Solanum	pennellii		28526	GCA_001406875.2	PRJEB5809		11/07/14	4	926426464	60083	3531969831	210			short	94,6	92,9	1,7	1,2	4,2			RWTH Aachen	Germany	Europe	Wild relative
Tracheophyta	Magnoliopsida	Solanales	Solanaceae	Solanum	phureja	chaucha	172790	GCA_009849755.1	PRJNA556263		10/01/20	1	873028468	6441	284103008	41,3	MaSuRCA v. 2017-09-01T00:00:00	Illumina HiSeq	short	61,2	54,6	6,6	20,7	18,1	24	2	McGill University	Canada	North America	Wild relative
Tracheophyta	Magnoliopsida	Solanales	Solanaceae	Solanum	pimpinellifolium	currant tomato	4084	GCA_014964335.1	PRJNA607731		26/10/20	3	808099718	10561219	226727115	96	CANU v. 1.7.1	PacBio Sequel	long	96,1	94,7	1,4	1,1	2,8			Cornell University	USA	North America	Wild relative
Tracheophyta	Magnoliopsida	Solanales	Solanaceae	Solanum	pinnatisectum	tansyleaf nightshade	50273	GCA_009887355.1	PRJNA565112		16/01/20	2	724557807	1995	1901645904	40	CLC bio Genomic Workbench v. ver 9.0	Illumina NextSeq	short	94,6	93,3	1,3	1,7	3,7	24	2	Centre for Agricultural Bioinformatics (CABin), ICAR-IASRI, New Delhi	India	Asia	Wild relative
Tracheophyta	Magnoliopsida	Solanales	Solanaceae	Solanum	stenotomum		1050191	GCA_009849865.1	PRJNA556263		10/01/20	2	855795280	176710	267542903	50	CANU v. 1.5	"Illumina HiSeq; PacBio"	long	88,6	78,4	10,2	3,7	7,7	24	2	McGill University	Canada	North America	Wild relative
Tracheophyta	Magnoliopsida	Solanales	Solanaceae	Solanum	tuberosum		4113	GCA_015076265.1	PRJNA631911	doi: 10.1534/g3.120.401550	29/10/20	13	716171447	13367893	2660076024	70	Canu v. 1.8	"Oxford Nanopore MiniION; Illumina NovaSeq"	long	94,9	92,4	2,5	1,1	4	24	2	"Wageningen University &amp; Research"	Neatherlands	Europe	Domesticated
Tracheophyta	Magnoliopsida	Solanales	Solanaceae	Solanum	verrucosum		315347	GCA_900185285.1	PRJEB21122		26/05/18	19	659291212	712470	205928787	1			long	96,3	94,1	2,2	1,2	2,5			Earlham Institute	United Kingdom	Europe	Wild relative
Tracheophyta	Magnoliopsida	Trochodendrales	Trochodendraceae	Tetracentron	sinense		13715	GCA_015143295.1	PRJNA625382		30/10/20	1	1160336735	2835321	847293591	100	SMARTDENOVO v. TSv1.1	PacBio Sequel	long	89,9	79,7	10,2	2,5	7,6			Ori-Gene Co. Ltd.	USA	North America	Wild
Tracheophyta	Magnoliopsida	Trochodendrales	Trochodendraceae	Trochodendron 	aralioides	Wheel tree 				 doi:10.1093/gigascience/giz136	08/11/19	1	1614000000	691000	1868000000	278	SOAPdenovo and Falcon 	PacBio and Illumina									Guangxi University	China 	Asia	Wild
Tracheophyta	Magnoliopsida	Vitales	Vitaceae	Cissus	quadrangularis	veldt-grape	165298	GCA_002878655.1	PRJNA268706		12/01/18	1	281703610	713	74420290	47,1	SOAPdenovo v. 2.04	Illumina HiSeq	short	61,2	60,7	0,5	18,3	20,5			Centre for Cellular and Molecular Platforms	India	Asia	Natural commodity
Tracheophyta	Magnoliopsida	Vitales	Vitaceae	Vitis	aestivalis		3605	GCA_001562795.1	PRJNA302606		17/02/16	1	432755284	772	148039113	28	ABySS v. 1.3.7	"454; Illumina HiSeq"	short	27,5	26,9	0,6	31,2	41,3	38	2	Missouri State University	USA	North America	Wild relative
Tracheophyta	Magnoliopsida	Vitales	Vitaceae	Vitis	amurensis		103351	GCA_016071775.1	PRJNA549877		15/12/20	1	603559200	344503	169366530	320	"Platanus v. 1.2.4; DBG2OLC v. 2016-11-23"	"Illumina HiSeq; PacBio RSII"	long	87,6	85,9	1,7	5,8	6,6	38	2	Institute of Botany, the Chinese Academy of Science	China	Asia	Wild relative
Tracheophyta	Magnoliopsida	Vitales	Vitaceae	Vitis	cinerea		266788	GCA_001282645.1	PRJEB5934		10/09/15	1	539624286	3674	169133451	120				40,2	29,9	10,3	29,6	30,2	38	2	RWTH Aachen	Germany	Europe	Wild
Tracheophyta	Magnoliopsida	Vitales	Vitaceae	Vitis	labrusca	Concord grape	103355	GCA_011039315.1	PRJNA606024		28/02/20	1	570617295	26099	159259262	216	Platanus v. 1.2.4	Illumina	short	89,3	87,1	2,2	5	5,7	38	2	Cornell University	USA	North America	Wild relative
Tracheophyta	Magnoliopsida	Vitales	Vitaceae	Vitis	labruscana		2599122	GCA_008326845.1	PRJDB8610	doi: https://doi.org/10.1101/730762	21/08/19	1	490143216	26302	146539426	260	DeNovoMAGIC v. 3.0	Illumina HiSeq2500, Illumina NovaSeq	short	93,3	91,4	1,9	1,9	4,8			Kazusa DNA Research Institute	Japan	Asia	Domesticated
Tracheophyta	Magnoliopsida	Vitales	Vitaceae	Vitis	riparia	Whole genome sequencing of Vitis riparia	96939	GCA_004353265.1	PRJNA512170		16/04/19	2	500105807	740110	139286714	335	"FALCON-Unzip v. v0.3.0; Supernova v. v2.1.0"	"Illumina HiSeq; PacBio RSII; 10X Chromium Genomics"	long	93,5	91,1	2,4	2,4	4,1	38	2	Bordeaux University	France	Europe	Wild relative
Tracheophyta	Magnoliopsida	Vitales	Vitaceae	Vitis	rotundifolia	fox grape	103349	GCA_015341995.1	PRJNA649974		10/11/20	1	462819886	11360	147741221	20	SPAdes v. v3.13.1	Oxford Nanopore MinION	long	83,7	82,6	1,1	8,3	8			N. I. Vavilov Institute of Plant Genetic Resources (VIR)	Sweden	Europe	Wild relative
Tracheophyta	Magnoliopsida	Vitales	Vitaceae	Vitis	vinifera	wine grape	29760	GCA_011037095.1	PRJNA550461	https://doi.org/10.1073/pnas.2023548118	27/02/20	9	605090359	1240368	186985966	58	FALCON-Unzip v. SEPTEMBER-2019	PacBio RSII	long	91,8	81,1	10,7	3	5,2	38	2	University of California, Irvine	USA	North America	Domesticated
Tracheophyta	Magnoliopsida	Zingiberales	Musaceae	Ensete	ventricosum		4639	GCA_000818735.3	PRJNA252658		16/01/19	4	451279456	20944	387698157	45	"SPAdes v. 3.6.1; SSPACE v. 3.0"	"Illumina HiSeq; Illumina MiSeq"	short	79,1	76,1	3	9,9	11	18	2	University of Exeter	United Kingdom	Europe	Cultivated
Tracheophyta	Magnoliopsida	Zingiberales	Musaceae	Musa	acuminata		214687	GCA_904845865.1	PRJEA82777		12/10/20	3	450848473	85433	126898824	40			short	95,1	91,2	3,9	1,4	3,5	22	2	Genoscope/IG/CEA	France	Europe	Domesticated
Tracheophyta	Magnoliopsida	Zingiberales	Musaceae	Musa	balbisiana	Balbis banana	52838	GCA_004837865.1	PRJNA432894		09/07/19	1	492775286	1964734	369507328	113	wtdbg v. 1.2.8	PacBio Sequel	long	92,6	88,4	4,2	2,6	4,8	22	2	Institute of Tropical Bioscience and Biotechnology	China	Asia	Wild relative
Tracheophyta	Magnoliopsida	Zingiberales	Musaceae	Musa	itinerans		574487	GCA_001649415.1	PRJNA312694		21/05/16	1	455349267	35438	130993692	92	SOAPdenovo v. Jan-2014	Illumina HiSeq	short	94	89,3	4,7	2	4	22	2	South China Botanic Garden, CAS	China	Asia	Wild relative
Tracheophyta	Magnoliopsida	Zingiberales	Musaceae	Musa	schizocarpa		52706	GCA_900464855.1	PRJEB26661		01/07/18	1	525283493	6493909	157685146	51			long	94,2	90,1	4,1	1,8	4	22	2	GSC	United Kingdom	Europe	Wild relative
Tracheophyta	Magnoliopsida	Zingiberales	Zingiberaceae	Zingiber	officinale	ginger	94328	GCA_011317585.1	PRJNA596749		16/03/20	1	1489740607	11409	491107596	120	SPAdes v. 2019	Illumina	short	52	49,6	2,4	21,1	26,9	22	2	IRIDIAN GENOMES	USA	North America	Domesticated
Tracheophyta	Magnoliopsida		Piperaceae	Piper	nigrum					https://doi.org/10.1038/s41467-019-12607-6	16/10/19	1	761220000		761740000		FALCON  	PacBio and Illumina	long 								Huazhong Agricultural University	China	Asia	Cultivated
Tracheophyta	Pinopsida	Cupressales	Cupressaceae	Sequoia	sempervirens		28980	GCA_007258455.1	PRJNA542879		29/07/19	1	26534885002	97166	24989473230	144	MaSuRCA v. 3.2.8		long	42,8	17,6	25,2	9,2	48	66	6	Johns Hopkins University	USA	North America	Natural commodity
Tracheophyta	Pinopsida	Cupressales	Cupressaceae	Sequoiadendron	giganteum		99814	GCA_007115665.2	PRJNA541481		07/02/20	1	8124394480	318189	2281157394	280	"HiRise v. Jan-2019; MaSuRCA v. 3.2.4"		long						22	2	Johns Hopkins University	USA	North America	Wild
Tracheophyta	Pinopsida	Pinales	Pinaceae	Abies 	alba 	European silver fir 				doi:10.1534/g3.119.400083	7/9/2019	1	18170000000	2477	17360000000		MaSuRCA v3.2.2	Illumina HiSeq	short									USA	North America	Natural commodity
Tracheophyta	Pinopsida	Pinales	Pinaceae	Larix	kaempferi	karamatsu	54800	GCA_013171265.2	PRJNA587041		01/12/20	1	12952411928	447849	4030276550	100	FALCON v. 1.8.7	PacBio	long	39,7	33,5	6,2	10,8	49,5			CAF			Natural commodity
Tracheophyta	Pinopsida	Pinales	Pinaceae	Larix	sibirica		62751	GCA_004151065.1	PRJNA393226		08/02/19	1	12342093815	1063	2846502231	90	"CLC NGS Cell v. 5.0.3; Assembly in parts v. DEC-2016"	Illumina HiSeq	short	23,2	16,4	6,8	16	60,8	24	2	Siberian Federal University	Russia	Asia	Natural commodity
Tracheophyta	Pinopsida	Pinales	Pinaceae	Picea	abies	Norway spruce	3329	GCA_900067695.1	PRJEB1822		09/11/16	1	11961396284	2966	4038780371	60			short	19,3	16,6	2,7	17,7	63	24	2	UPSC	Sweden	Europe	Natural commodity
Tracheophyta	Pinopsida	Pinales	Pinaceae	Picea	engelmannii		3334	GCA_009831015.1	PRJNA504036		03/01/20	1	24943568506	17914	6066318599	82	"ABySS v. 2.1.4; Cobbler v. 0.5.1; RAILS v. 1.4.1; LINKS v. 1.8.5; Tigmint v. 1.1.2; ARCS v. 1.0.5"		long	26,8	19,6	7,2	15,8	57,4	24	2	BC Cancer Agency	Canada	North America	Natural commodity
Tracheophyta	Pinopsida	Pinales	Pinaceae	Picea	glauca		3330	GCA_000966675.2	PRJNA242552		09/01/20	2	21582343485	8398	6169072487	112,8	"ABySS v. 1.3.7; Tigmint v. 1.1.2; ARCS v. 1.0.1; Cobbler v. 0.3; RAILS v. 1.2"		short	21,8	14,1	7,7	20,2	58	24	2	SMarTForests Consortium	Canada	North America	Natural commodity
Tracheophyta	Pinopsida	Pinales	Pinaceae	Picea	sitchensis		3332	GCA_010110895.1	PRJNA304257		09/01/20	1	18225188812	10006	5862330991	90,7	"ABySS v. 2.0.1; Cobbler v. 0.5; RAILS v. 1.4; LINKS v. 1.8.5; Tigmint v. 1.1.0; ARCS v. 1.0.3"		long	22,5	17,7	4,8	16,9	60,6			BC Cancer Agency	Canada	North America	Natural commodity
Tracheophyta	Pinopsida	Pinales	Pinaceae	Pinus	lambertiana	sugar pine	3343	GCA_001447015.2	PRJNA174450		17/11/15	1	27598620994	7945	16415292150	80	"MaSuRCA v. 2.3; SOAPdenovo v. 2.04"	"Illumina HiSeq; Illumina MiSeq"	short						24	2	TreeGenes Database	USA	North America	Natural commodity
Tracheophyta	Pinopsida	Pinales	Pinaceae	Pinus	taeda	loblolly pine	3352	GCA_000404065.3	PRJNA174450		09/01/17	1	22103635615	28106	6659574390	82	MaSuRCA v. 3.2.1_04022016	"Illumina; PacBio; Fosmid DiTag"	long	31,4	25,5	5,9	13,3	55,3	24	2	TreeGenes Database	USA	North America	Wild
Tracheophyta	Pinopsida	Pinales	Pinaceae	Pseudotsuga	menziesii	Douglas-fir	3357	GCA_001517045.1	PRJNA174450		22/12/15	1	14673225455	67133	4577242521	60	"MaSuRCA v. JULY-2015; SOAPdenovo v. JULY-2015"	Illumina HiSeq	short	37,1	33	4,1	11,5	51,4	26	2	TreeGenes Database	USA	North America	Natural commodity
Tracheophyta	Polypodiidae	Polypodiales	Pteridineae	Ceratopteris	richardii		49495	GCA_009866685.1	PRJNA511033		14/01/20	1	4246321977	3227	928778873	37	Meraculous, SSPACE v. 2017-04	Illumina	short	22,8	20	2,8	15,7	61,5			University of Florida	USA	North America	Wild
Tracheophyta	Polypodiopsida	Salviniales	Salviniaceae	Azolla	filiculoides					Nature plants:  doi:10.1038/s41477-018-0188-8	7/2/2018	1	622600000	964700	753000000	137	PBcR	PacBio and Illumina Hiseq2000	Long 								Cornell University 	USA	North America	Wild
Tracheophyta	Polypodiopsida	Salviniales	Salviniaceae	Salvinia	cucullata					Nature plants:  doi:10.1038/s41477-018-0188-8	7/2/2018	1	231800000	719800	255000000	261	PBcR	PacBio and Illumina Hiseq2000	Long 								Cornell University 	USA	North America	Wild
																														
																														
																														
																														
